央视频道,#genre#
CCTV14少儿,http://110.177.144.14:9003/hls/15/index.m3u8
CCTV15音乐,http://110.177.144.14:9003/hls/16/index.m3u8
CCTV16奥林匹克,http://110.177.144.14:9003/hls/17/index.m3u8
CCTV17农业农村,http://110.177.144.14:9003/hls/18/index.m3u8
CCTV5+体育赛事,http://110.177.144.14:9003/hls/6/index.m3u8

CCTV1综合,http://36.129.204.115:8243/hls/1001/index.m3u8
CCTV2财经,http://36.129.204.115:8243/hls/1002/index.m3u8
CCTV3综艺,http://36.129.204.115:8243/hls/1003/index.m3u8
CCTV4中文国际,http://36.129.204.115:8243/hls/1004/index.m3u8
CCTV5体育,http://36.129.204.115:8243/hls/1005/index.m3u8
CCTV5+体育赛事,http://36.129.204.115:8243/hls/1018/index.m3u8
CCTV6电影,http://36.129.204.115:8243/hls/1006/index.m3u8
CCTV7国防军事,http://36.129.204.115:8243/hls/1007/index.m3u8
CCTV8电视剧,http://36.129.204.115:8243/hls/1008/index.m3u8
CCTV9纪录,http://36.129.204.115:8243/hls/1009/index.m3u8
CCTV10科教,http://36.129.204.115:8243/hls/1010/index.m3u8
CCTV11戏曲,http://36.129.204.115:8243/hls/1011/index.m3u8
CCTV12社会与法,http://36.129.204.115:8243/hls/1012/index.m3u8
CCTV13新闻,http://36.129.204.115:8243/hls/1013/index.m3u8
CCTV14少儿,http://36.129.204.115:8243/hls/1014/index.m3u8
CCTV15音乐,http://36.129.204.115:8243/hls/1015/index.m3u8
CCTV16奥林匹克,http://36.129.204.115:8243/hls/1016/index.m3u8
CCTV17农业农村,http://36.129.204.115:8243/hls/1017/index.m3u8

CCTV1综合,http://111.229.128.166:7110/live/mig.php?id=CCTV1综合
CCTV2财经,http://111.229.128.166:7110/live/mig.php?id=CCTV2财经
CCTV3综艺,http://111.229.128.166:7110/live/mig.php?id=CCTV3综艺
CCTV4中文国际,http://111.229.128.166:7110/live/mig.php?id=CCTV4中文国际
CCTV4欧洲,http://111.229.128.166:7110/live/mig.php?id=CCTV4欧洲
CCTV4美洲,http://111.229.128.166:7110/live/mig.php?id=CCTV4美洲
CCTV5体育,http://111.229.128.166:7110/live/mig.php?id=CCTV5体育
CCTV5+体育赛事,http://111.229.128.166:7110/live/mig.php?id=CCTV5%2B%E4%BD%93%E8%82%B2%E8%B5%9B%E4%BA%8B
CCTV6电影,http://111.229.128.166:7110/live/mig.php?id=CCTV6电影
CCTV7国防军事,http://111.229.128.166:7110/live/mig.php?id=CCTV7国防军事
CCTV8电视剧,http://111.229.128.166:7110/live/mig.php?id=CCTV8电视剧
CCTV9纪录,http://111.229.128.166:7110/live/mig.php?id=CCTV9纪录
CCTV10科教,http://111.229.128.166:7110/live/mig.php?id=CCTV10科教
CCTV11戏曲,http://111.229.128.166:7110/live/mig.php?id=CCTV11戏曲
CCTV12社会与法,http://111.229.128.166:7110/live/mig.php?id=CCTV12社会与法
CCTV13新闻,http://111.229.128.166:7110/live/mig.php?id=CCTV13新闻
CCTV14少儿,http://111.229.128.166:7110/live/mig.php?id=CCTV14少儿
CCTV15音乐,http://111.229.128.166:7110/live/mig.php?id=CCTV15音乐
CCTV17农业农村,http://111.229.128.166:7110/live/mig.php?id=CCTV17农业农村
CHC影迷电影,http://111.229.128.166:7110/live/mig.php?id=CHC影迷电影
CHC动作电影,http://111.229.128.166:7110/live/mig.php?id=CHC动作电影
CHC家庭影院,http://111.229.128.166:7110/live/mig.php?id=CHC家庭影院









CCTV1综合,http://121.226.125.7:7777/rtp/239.49.8.19:9614$江苏电信组播2
CCTV2财经,http://121.226.125.7:7777/rtp/239.49.8.50:9802$江苏电信组播2
CCTV3综艺,http://121.226.125.7:7777/rtp/239.49.8.74:8000$江苏电信组播2
CCTV4中文国际,http://121.226.125.7:7777/rtp/239.49.8.51:9806$江苏电信组播2
CCTV5体育,http://121.226.125.7:7777/rtp/239.49.8.75:8000$江苏电信组播2
CCTV5+体育赛事,http://121.226.125.7:7777/rtp/239.49.8.18:9610$江苏电信组播2
CCTV6电影,http://121.226.125.7:7777/rtp/239.49.8.76:8000$江苏电信组播2
CCTV7国防军事,http://121.226.125.7:7777/rtp/239.49.0.126:8000$江苏电信组播2
CCTV8电视剧,http://121.226.125.7:7777/rtp/239.49.8.77:8000$江苏电信组播2
CCTV9纪录,http://121.226.125.7:7777/rtp/239.49.8.53:9814$江苏电信组播2
CCTV10科教,http://121.226.125.7:7777/rtp/239.49.8.54:9818$江苏电信组播2
CCTV11戏曲,http://121.226.125.7:7777/rtp/239.49.0.127:8000$江苏电信组播2
CCTV12社会与法,http://121.226.125.7:7777/rtp/239.49.8.55:9822$江苏电信组播2
CCTV13新闻,http://121.226.125.7:7777/rtp/239.49.8.109:8000$江苏电信组播2
CCTV14少儿,http://121.226.125.7:7777/rtp/239.49.8.56:9826$江苏电信组播2
CCTV15音乐,http://121.226.125.7:7777/rtp/239.49.0.128:8000$江苏电信组播2
CCTV16奥林匹克,http://121.226.125.7:7777/rtp/239.49.8.31:8000$江苏电信组播2
CCTV16 4K,http://121.226.125.7:7777/rtp/239.49.0.109:8000$江苏电信组播2
CCTV17农业农村,http://121.226.125.7:7777/rtp/239.49.8.52:9810$江苏电信组播2
CCTV4K,http://121.226.125.7:7777/rtp/239.49.0.82:8000$江苏电信组播2
CGTN英语,http://121.226.125.7:7777/rtp/239.49.0.9:8064$江苏电信组播2
CGTN俄语,http://121.226.125.7:7777/rtp/239.49.0.111:8000$江苏电信组播2
CETV1,http://121.226.125.7:7777/rtp/239.49.8.115:8000$江苏电信组播2
CETV4,http://121.226.125.7:7777/rtp/239.49.0.125:8000$江苏电信组播2
欢笑剧场4K,http://121.226.125.7:7777/rtp/239.49.8.106:8000
欢笑剧场,http://121.226.125.7:7777/rtp/239.49.8.47:8060
都市剧场,http://121.226.125.7:7777/rtp/239.49.0.99:8000
生活时尚,http://121.226.125.7:7777/rtp/239.49.8.40:8004
东方财经,http://121.226.125.7:7777/rtp/239.49.0.95:8000
中国天气,http://121.226.125.7:7777/rtp/239.49.0.94:8000
法治天地,http://121.226.125.7:7777/rtp/239.49.0.96:8000
动漫秀场,http://121.226.125.7:7777/rtp/239.49.8.43:8028
游戏风云,http://121.226.125.7:7777/rtp/239.49.8.41:8012
睛彩竞技,http://121.226.125.7:7777/rtp/239.49.8.39:8000
睛彩篮球,http://121.226.125.7:7777/rtp/239.49.8.42:8000
睛彩青少,http://121.226.125.7:7777/rtp/239.49.8.46:8000
睛彩广场舞,http://121.226.125.7:7777/rtp/239.49.8.64:8000
茶频道,http://121.226.125.7:7777/rtp/239.49.0.146:8000
快乐垂钓,http://121.226.125.7:7777/rtp/239.49.0.114:8000
金鹰纪实,http://121.226.125.7:7777/rtp/239.49.8.79:8000
金鹰卡通,http://121.226.125.7:7777/rtp/239.49.8.33:8000
武术世界,http://121.226.125.7:7777/rtp/239.49.0.205:8000
文物宝库,http://121.226.125.7:7777/rtp/239.49.0.209:8000
梨园频道,http://121.226.125.7:7777/rtp/239.49.8.193:8000

南京新闻综合,http://121.226.125.7:7777/rtp/239.49.0.25:8192
南京教科,http://121.226.125.7:7777/rtp/239.49.0.183:9434
南京十八·生活,http://121.226.125.7:7777/rtp/239.49.0.26:8200
南京文旅纪录,http://121.226.125.7:7777/rtp/239.49.0.38:8000
南京少儿,http://121.226.125.7:7777/rtp/239.49.0.45:8000
苏州生活资讯,http://121.226.125.7:7777/rtp/239.49.8.116:8000
常州都市,http://121.226.125.7:7777/rtp/239.49.0.220:9590
常州生活,http://121.226.125.7:7777/rtp/239.49.0.219:9586
常州公共,http://121.226.125.7:7777/rtp/239.49.0.218:9582
南通公共·崇川,http://121.226.125.7:7777/rtp/239.49.0.197:8000
泰州1,http://121.226.125.7:7777/rtp/239.49.0.215:8000
淮安综合,http://121.226.125.7:7777/rtp/239.49.0.204:8000
淮安公共,http://121.226.125.7:7777/rtp/239.49.0.181:8000
淮安影视娱乐,http://121.226.125.7:7777/rtp/239.49.0.192:8000
盐城1,http://121.226.125.7:7777/rtp/239.49.8.30:8000
徐州1,http://121.226.125.7:7777/rtp/239.49.0.203:8000
徐州2,http://121.226.125.7:7777/rtp/239.49.0.199:8000
徐州3,http://121.226.125.7:7777/rtp/239.49.0.211:8000
徐州4,http://121.226.125.7:7777/rtp/239.49.0.216:8000
沛县新闻综合,http://121.226.125.7:7777/rtp/239.49.0.214:8000
江苏新闻,http://121.226.125.7:7777/rtp/239.49.8.120:8000
江苏影视,http://121.226.125.7:7777/rtp/239.49.8.118:8000
江苏综艺,http://121.226.125.7:7777/rtp/239.49.8.108:8000
江苏城市,http://121.226.125.7:7777/rtp/239.49.8.107:8000
江苏教育,http://121.226.125.7:7777/rtp/239.49.8.122:8000
江苏体育·休闲,http://121.226.125.7:7777/rtp/239.49.8.117:8000
优漫卡通,http://121.226.125.7:7777/rtp/239.49.8.119:8000
江苏国际,http://121.226.125.7:7777/rtp/239.49.0.22:8168

CCTV1综合,http://114.226.0.244:4022/rtp/239.49.8.19:9614$江苏电信组播
CCTV2财经,http://114.226.0.244:4022/rtp/239.49.8.50:9802$江苏电信组播
CCTV3综艺,http://114.226.0.244:4022/rtp/239.49.8.74:8000$江苏电信组播
CCTV4中文国际,http://114.226.0.244:4022/rtp/239.49.8.51:9806$江苏电信组播
CCTV5体育,http://114.226.0.244:4022/rtp/239.49.8.75:8000$江苏电信组播
CCTV5+体育赛事,http://114.226.0.244:4022/rtp/239.49.8.18:9610$江苏电信组播
CCTV6电影,http://114.226.0.244:4022/rtp/239.49.8.76:8000$江苏电信组播
CCTV7国防军事,http://114.226.0.244:4022/rtp/239.49.0.126:8000$江苏电信组播
CCTV8电视剧,http://114.226.0.244:4022/rtp/239.49.8.77:8000$江苏电信组播
CCTV9纪录,http://114.226.0.244:4022/rtp/239.49.8.53:9814$江苏电信组播
CCTV10科教,http://114.226.0.244:4022/rtp/239.49.8.54:9818$江苏电信组播
CCTV11戏曲,http://114.226.0.244:4022/rtp/239.49.0.127:8000$江苏电信组播
CCTV12社会与法,http://114.226.0.244:4022/rtp/239.49.8.55:9822$江苏电信组播
CCTV13新闻,http://114.226.0.244:4022/rtp/239.49.8.109:8000$江苏电信组播
CCTV14少儿,http://114.226.0.244:4022/rtp/239.49.8.56:9826$江苏电信组播
CCTV15音乐,http://114.226.0.244:4022/rtp/239.49.0.128:8000$江苏电信组播
CCTV16奥林匹克,http://114.226.0.244:4022/rtp/239.49.8.31:8000$江苏电信组播
CCTV16 4K,http://114.226.0.244:4022/rtp/239.49.0.109:8000$江苏电信组播
CCTV17农业农村,http://114.226.0.244:4022/rtp/239.49.8.52:9810$江苏电信组播
CCTV4K,http://114.226.0.244:4022/rtp/239.49.0.82:8000$江苏电信组播
CGTN英语,http://114.226.0.244:4022/rtp/239.49.0.9:8064$江苏电信组播
CGTN俄语,http://114.226.0.244:4022/rtp/239.49.0.111:8000$江苏电信组播
CETV1,http://114.226.0.244:4022/rtp/239.49.8.115:8000$江苏电信组播
CETV4,http://114.226.0.244:4022/rtp/239.49.0.125:8000$江苏电信组播
北京卫视4K,http://114.226.0.244:4022/rtp/239.49.0.42:8000$江苏电信组播
江苏卫视4k,http://114.226.0.244:4022/rtp/239.49.8.82:8000$江苏电信组播
广东卫视4K,http://114.226.0.244:4022/rtp/239.49.1.26:8000$江苏电信组播
广东卫视4K,http://114.226.0.244:4022/rtp/239.49.1.24:8000$江苏电信组播
深圳卫视4K,http://114.226.0.244:4022/rtp/239.49.1.28:8000$江苏电信组播
深圳卫视4K,http://114.226.0.244:4022/rtp/239.49.1.27:8000$江苏电信组播
江苏卫视,http://114.226.0.244:4022/rtp/239.49.8.16:9602$江苏电信组播
湖南卫视,http://114.226.0.244:4022/rtp/239.49.8.12:9418$江苏电信组播
浙江卫视,http://114.226.0.244:4022/rtp/239.49.8.20:9618$江苏电信组播
东方卫视,http://114.226.0.244:4022/rtp/239.49.8.17:9606$江苏电信组播
北京卫视,http://114.226.0.244:4022/rtp/239.49.8.11:9414$江苏电信组播
深圳卫视,http://114.226.0.244:4022/rtp/239.49.8.15:9430$江苏电信组播
广东卫视,http://114.226.0.244:4022/rtp/239.49.8.13:9422$江苏电信组播
广西卫视,http://114.226.0.244:4022/rtp/239.49.8.10:8000$江苏电信组播
四川卫视,http://114.226.0.244:4022/rtp/239.49.8.110:8000$江苏电信组播
重庆卫视,http://114.226.0.244:4022/rtp/239.49.8.57:9830$江苏电信组播
安徽卫视,http://114.226.0.244:4022/rtp/239.49.8.80:8000$江苏电信组播
山东卫视,http://114.226.0.244:4022/rtp/239.49.8.7:9306$江苏电信组播
天津卫视,http://114.226.0.244:4022/rtp/239.49.8.35:8620$江苏电信组播
江西卫视,http://114.226.0.244:4022/rtp/239.49.8.111:8000$江苏电信组播
河南卫视,http://114.226.0.244:4022/rtp/239.49.8.29:8000$江苏电信组播
河北卫视,http://114.226.0.244:4022/rtp/239.49.8.114:8000$江苏电信组播
湖北卫视,http://114.226.0.244:4022/rtp/239.49.8.8:9632$江苏电信组播
海南卫视,http://114.226.0.244:4022/rtp/239.49.8.83:8000$江苏电信组播
东南卫视,http://114.226.0.244:4022/rtp/239.49.8.112:8000$江苏电信组播
三沙卫视,http://114.226.0.244:4022/rtp/239.49.0.167:8000$江苏电信组播
贵州卫视,http://114.226.0.244:4022/rtp/239.49.8.49:8000$江苏电信组播
云南卫视,http://114.226.0.244:4022/rtp/239.49.0.177:8000$江苏电信组播
甘肃卫视,http://114.226.0.244:4022/rtp/239.49.0.250:8000$江苏电信组播
青海卫视,http://114.226.0.244:4022/rtp/239.49.0.81:8000$江苏电信组播
吉林卫视,http://114.226.0.244:4022/rtp/239.49.8.113:8000$江苏电信组播
辽宁卫视,http://114.226.0.244:4022/rtp/239.49.8.48:8000$江苏电信组播
黑龙江卫视,http://114.226.0.244:4022/rtp/239.49.8.14:9426$江苏电信组播
欢笑剧场4K,http://114.226.0.244:4022/rtp/239.49.8.106:8000
欢笑剧场,http://114.226.0.244:4022/rtp/239.49.8.47:8060
都市剧场,http://114.226.0.244:4022/rtp/239.49.0.99:8000
生活时尚,http://114.226.0.244:4022/rtp/239.49.8.40:8004
东方财经,http://114.226.0.244:4022/rtp/239.49.0.95:8000
中国天气,http://114.226.0.244:4022/rtp/239.49.0.94:8000
法治天地,http://114.226.0.244:4022/rtp/239.49.0.96:8000
动漫秀场,http://114.226.0.244:4022/rtp/239.49.8.43:8028
游戏风云,http://114.226.0.244:4022/rtp/239.49.8.41:8012
睛彩竞技,http://114.226.0.244:4022/rtp/239.49.8.39:8000
睛彩篮球,http://114.226.0.244:4022/rtp/239.49.8.42:8000
睛彩青少,http://114.226.0.244:4022/rtp/239.49.8.46:8000
睛彩广场舞,http://114.226.0.244:4022/rtp/239.49.8.64:8000
茶频道,http://114.226.0.244:4022/rtp/239.49.0.146:8000
快乐垂钓,http://114.226.0.244:4022/rtp/239.49.0.114:8000
金鹰纪实,http://114.226.0.244:4022/rtp/239.49.8.79:8000
金鹰卡通,http://114.226.0.244:4022/rtp/239.49.8.33:8000
武术世界,http://114.226.0.244:4022/rtp/239.49.0.205:8000
文物宝库,http://114.226.0.244:4022/rtp/239.49.0.209:8000
梨园频道,http://114.226.0.244:4022/rtp/239.49.8.193:8000
南京新闻综合,http://114.226.0.244:4022/rtp/239.49.0.25:8192
南京教科,http://114.226.0.244:4022/rtp/239.49.0.183:9434
南京十八·生活,http://114.226.0.244:4022/rtp/239.49.0.26:8200
南京文旅纪录,http://114.226.0.244:4022/rtp/239.49.0.38:8000
南京少儿,http://114.226.0.244:4022/rtp/239.49.0.45:8000
苏州生活资讯,http://114.226.0.244:4022/rtp/239.49.8.116:8000
常州都市,http://114.226.0.244:4022/rtp/239.49.0.220:9590
常州生活,http://114.226.0.244:4022/rtp/239.49.0.219:9586
常州公共,http://114.226.0.244:4022/rtp/239.49.0.218:9582
南通公共·崇川,http://114.226.0.244:4022/rtp/239.49.0.197:8000
泰州1,http://114.226.0.244:4022/rtp/239.49.0.215:8000
淮安综合,http://114.226.0.244:4022/rtp/239.49.0.204:8000
淮安公共,http://114.226.0.244:4022/rtp/239.49.0.181:8000
淮安影视娱乐,http://114.226.0.244:4022/rtp/239.49.0.192:8000
盐城1,http://114.226.0.244:4022/rtp/239.49.8.30:8000
徐州1,http://114.226.0.244:4022/rtp/239.49.0.203:8000
徐州2,http://114.226.0.244:4022/rtp/239.49.0.199:8000
徐州3,http://114.226.0.244:4022/rtp/239.49.0.211:8000
徐州4,http://114.226.0.244:4022/rtp/239.49.0.216:8000
沛县新闻综合,http://114.226.0.244:4022/rtp/239.49.0.214:8000
江苏新闻,http://114.226.0.244:4022/rtp/239.49.8.120:8000
江苏影视,http://114.226.0.244:4022/rtp/239.49.8.118:8000
江苏综艺,http://114.226.0.244:4022/rtp/239.49.8.108:8000
江苏城市,http://114.226.0.244:4022/rtp/239.49.8.107:8000
江苏教育,http://114.226.0.244:4022/rtp/239.49.8.122:8000
江苏体育·休闲,http://114.226.0.244:4022/rtp/239.49.8.117:8000
优漫卡通,http://114.226.0.244:4022/rtp/239.49.8.119:8000
江苏国际,http://114.226.0.244:4022/rtp/239.49.0.22:8168







CCTV1综合,http://111.229.128.166:7110/live/z1080/2025.php?id=CCTV1综合
CCTV2财经,http://111.229.128.166:7110/live/z1080/2025.php?id=CCTV2财经
CCTV3综艺,http://111.229.128.166:7110/live/z1080/2025.php?id=CCTV3综艺
CCTV4中文国际,http://111.229.128.166:7110/live/z1080/2025.php?id=CCTV4中文国际
CCTV5体育,http://111.229.128.166:7110/live/z1080/2025.php?id=CCTV5体育
CCTV5+体育赛事,http://111.229.128.166:7110/live/z1080/2025.php?id=CCTV5+体育赛事
CCTV6电影,http://111.229.128.166:7110/live/z1080/2025.php?id=CCTV6电影
CCTV7国防军事,http://111.229.128.166:7110/live/z1080/2025.php?id=CCTV7国防军事
CCTV8电视剧,http://111.229.128.166:7110/live/z1080/2025.php?id=CCTV8电视剧
CCTV9纪录,http://111.229.128.166:7110/live/z1080/2025.php?id=CCTV9纪录
CCTV10科教,http://111.229.128.166:7110/live/z1080/2025.php?id=CCTV10科教
CCTV11戏曲,http://111.229.128.166:7110/live/z1080/2025.php?id=CCTV11戏曲
CCTV12社会与法,http://111.229.128.166:7110/live/z1080/2025.php?id=CCTV12社会与法
CCTV13新闻,http://111.229.128.166:7110/live/z1080/2025.php?id=CCTV13新闻
CCTV14少儿,http://111.229.128.166:7110/live/z1080/2025.php?id=CCTV14少儿
CCTV15音乐,http://111.229.128.166:7110/live/z1080/2025.php?id=CCTV15音乐
CCTV17农业农村,http://111.229.128.166:7110/live/z1080/2025.php?id=CCTV17农业农村

CCTV1综合,http://49.235.65.250:600/miguHD.php?id=CCTV1
CCTV2财经,http://49.235.65.250:600/miguHD.php?id=CCTV2
CCTV3综艺,http://49.235.65.250:600/miguHD.php?id=CCTV3
CCTV4中文国际,http://49.235.65.250:600/miguHD.php?id=CCTV4
CCTV5体育,http://49.235.65.250:600/miguHD.php?id=CCTV5
CCTV5+体育赛事,http://49.235.65.250:600/miguHD.php?id=CCTV5p
CCTV6电影,http://49.235.65.250:600/miguHD.php?id=CCTV6
CCTV7国防军事,http://49.235.65.250:600/miguHD.php?id=CCTV7
CCTV8电视剧,http://49.235.65.250:600/miguHD.php?id=CCTV8
CCTV9纪录,http://49.235.65.250:600/miguHD.php?id=CCTV9
CCTV10科教,http://49.235.65.250:600/miguHD.php?id=CCTV10
CCTV11戏曲,http://49.235.65.250:600/miguHD.php?id=CCTV11
CCTV12社会与法,http://49.235.65.250:600/miguHD.php?id=CCTV12
CCTV13新闻,http://49.235.65.250:600/miguHD.php?id=CCTV13
CCTV14少儿,http://49.235.65.250:600/miguHD.php?id=CCTV14
CCTV15音乐,http://49.235.65.250:600/miguHD.php?id=CCTV15
CCTV17农业农村,http://49.235.65.250:600/miguHD.php?id=CCTV17
CHC影迷电影,http://49.235.65.250:600/miguHD.php?id=CHC影迷电影
CHC家庭影院,http://49.235.65.250:600/miguHD.php?id=CHC家庭影院
CHC动作电影,http://49.235.65.250:600/miguHD.php?id=CHC动作电影






CCTV1综合,http://111.229.128.166:7110/live/migu.php?id=CCTV1$咪咕
CCTV2财经,http://111.229.128.166:7110/live/migu.php?id=CCTV2$咪咕
CCTV3综艺,http://111.229.128.166:7110/live/migu.php?id=CCTV3$咪咕
CCTV4中文国际,http://111.229.128.166:7110/live/migu.php?id=CCTV4$咪咕
CCTV4欧洲,http://111.229.128.166:7110/live/migu.php?id=CCTV4欧洲$咪咕
CCTV4美洲,http://111.229.128.166:7110/live/migu.php?id=CCTV4美洲$咪咕
CCTV5体育,http://111.229.128.166:7110/live/migu.php?id=CCTV5$咪咕
CCTV5+体育赛事,http://111.229.128.166:7110/live/migu.php?id=CCTV5%2B$咪咕
CCTV6电影,http://111.229.128.166:7110/live/migu.php?id=CCTV6$咪咕
CCTV7国防军事,http://111.229.128.166:7110/live/migu.php?id=CCTV7$咪咕
CCTV8电视剧,http://111.229.128.166:7110/live/migu.php?id=CCTV8$咪咕
CCTV9纪录,http://111.229.128.166:7110/live/migu.php?id=CCTV9$咪咕
CCTV10科教,http://111.229.128.166:7110/live/migu.php?id=CCTV10$咪咕
CCTV11戏曲,http://111.229.128.166:7110/live/migu.php?id=CCTV11$咪咕
CCTV12社会与法,http://111.229.128.166:7110/live/migu.php?id=CCTV12$咪咕
CCTV13新闻,http://111.229.128.166:7110/live/migu.php?id=CCTV13$咪咕
CCTV14少儿,http://111.229.128.166:7110/live/migu.php?id=CCTV14$咪咕
CCTV15音乐,http://111.229.128.166:7110/live/migu.php?id=CCTV15$咪咕
CCTV16奥林匹克,http://111.229.128.166:7110/live/migu.php?id=CCTV16$咪咕
CCTV17农业农村,http://111.229.128.166:7110/live/migu.php?id=CCTV17$咪咕

CCTV1综合,http://171.14.89.243:9901/tsfile/live/0001_1.m3u8
CCTV2财经,http://171.14.89.243:9901/tsfile/live/0002_1.m3u8
CCTV3综艺,http://171.14.89.243:9901/tsfile/live/0003_1.m3u8
CCTV4中文国际,http://171.14.89.243:9901/tsfile/live/0004_1.m3u8
CCTV5体育,http://171.14.89.243:9901/tsfile/live/1028_1.m3u8
CCTV6电影,http://171.14.89.243:9901/tsfile/live/0006_1.m3u8
CCTV7国防军事,http://171.14.89.243:9901/tsfile/live/0007_1.m3u8
CCTV8电视剧,http://171.14.89.243:9901/tsfile/live/0008_1.m3u8
CCTV9纪录,http://171.14.89.243:9901/tsfile/live/0009_1.m3u8
CCTV10科教,http://171.14.89.243:9901/tsfile/live/0010_1.m3u8
CCTV11戏曲,http://171.14.89.243:9901/tsfile/live/0011_1.m3u8
CCTV12社会与法,http://171.14.89.243:9901/tsfile/live/0012_1.m3u8
CCTV13新闻,http://171.14.89.243:9901/tsfile/live/0013_1.m3u8
CCTV14少儿,http://171.14.89.243:9901/tsfile/live/0014_1.m3u8
CCTV15音乐,http://171.14.89.243:9901/tsfile/live/0015_1.m3u8
CCTV17农业农村,http://171.14.89.243:9901/tsfile/live/1027_1.m3u8


CCTV1综合,http://183.185.74.182:9003/hls/1/index.m3u8
CCTV2财经,http://183.185.74.182:9003/hls/2/index.m3u8
CCTV3综艺,http://183.185.74.182:9003/hls/3/index.m3u8
CCTV4中文国际,http://183.185.74.182:9003/hls/4/index.m3u8
CCTV5体育,http://183.185.74.182:9003/hls/5/index.m3u8
CCTV5+体育赛事,http://183.185.74.182:9003/hls/6/index.m3u8
CCTV6电影,http://183.185.74.182:9003/hls/7/index.m3u8
CCTV7国防军事,http://183.185.74.182:9003/hls/8/index.m3u8
CCTV8电视剧,http://183.185.74.182:9003/hls/9/index.m3u8
CCTV9纪录,http://183.185.74.182:9003/hls/10/index.m3u8
CCTV11戏曲,http://183.185.74.182:9003/hls/12/index.m3u8
CCTV12社会与法,http://183.185.74.182:9003/hls/13/index.m3u8
CCTV13新闻,http://183.185.74.182:9003/hls/14/index.m3u8
CCTV14少儿,http://183.185.74.182:9003/hls/15/index.m3u8
CCTV15音乐,http://183.185.74.182:9003/hls/16/index.m3u8
CCTV16奥林匹克,http://183.185.74.182:9003/hls/17/index.m3u8
CCTV17农业农村,http://183.185.74.182:9003/hls/18/index.m3u8

CCTV1综合,http://119.123.76.15:8086/hls/2/index.m3u8
CCTV2财经,http://119.123.76.15:8086/hls/3/index.m3u8
CCTV3综艺,http://119.123.76.15:8086/hls/4/index.m3u8
CCTV4中文国际,http://119.123.76.15:8086/hls/5/index.m3u8
CCTV5体育,http://119.123.76.15:8086/hls/6/index.m3u8
CCTV6电影,http://119.123.76.15:8086/hls/7/index.m3u8
CCTV7国防军事,http://119.123.76.15:8086/hls/8/index.m3u8
CCTV8电视剧,http://119.123.76.15:8086/hls/9/index.m3u8
CCTV9纪录,http://119.123.76.15:8086/hls/10/index.m3u8
CCTV10科教,http://119.123.76.15:8086/hls/11/index.m3u8
CCTV11戏曲,http://119.123.76.15:8086/hls/12/index.m3u8
CCTV12社会与法,http://119.123.76.15:8086/hls/13/index.m3u8
CCTV13新闻,http://119.123.76.15:8086/hls/14/index.m3u8
CCTV14少儿,http://119.123.76.15:8086/hls/15/index.m3u8
CCTV15音乐,http://119.123.76.15:8086/hls/16/index.m3u8
CCTV16奥林匹克,http://119.123.76.15:8086/hls/17/index.m3u8





CCTV1综合,https://smart.pendy.dpdns.org/Smart.php?id=cctv1
CCTV2财经,https://smart.pendy.dpdns.org/Smart.php?id=cctv2
CCTV3综艺,https://smart.pendy.dpdns.org/Smart.php?id=cctv3
CCTV4中文国际,https://smart.pendy.dpdns.org/Smart.php?id=cctv4
CCTV5体育,https://smart.pendy.dpdns.org/Smart.php?id=cctv5
CCTV5+体育赛事,https://smart.pendy.dpdns.org/Smart.php?id=cctv5plus
CCTV6电影,https://smart.pendy.dpdns.org/Smart.php?id=cctv6
CCTV7国防军事,https://smart.pendy.dpdns.org/Smart.php?id=cctv7
CCTV8电视剧,https://smart.pendy.dpdns.org/Smart.php?id=cctv8hd
CCTV9纪录,https://smart.pendy.dpdns.org/Smart.php?id=cctv9hd
CCTV10科教,https://smart.pendy.dpdns.org/Smart.php?id=cctv10hd
CCTV11戏曲,https://smart.pendy.dpdns.org/Smart.php?id=cctv11
CCTV12社会与法,https://smart.pendy.dpdns.org/Smart.php?id=cctv12
CCTV13新闻,https://smart.pendy.dpdns.org/Smart.php?id=cctv13
CCTV14少儿,https://smart.pendy.dpdns.org/Smart.php?id=cctv14
CCTV15音乐,https://smart.pendy.dpdns.org/Smart.php?id=cctv15
CCTV16奥林匹克,https://smart.pendy.dpdns.org/Smart.php?id=cctv16



CCTV1综合,http://111.229.128.166:7110/live/163.php?id=608807420$咪咕163
CCTV2财经,http://111.229.128.166:7110/live/163.php?id=631780532$咪咕163
CCTV3综艺,http://111.229.128.166:7110/live/163.php?id=624878271$咪咕163
CCTV4中文国际,http://111.229.128.166:7110/live/163.php?id=631780421$咪咕163
CCTV5体育,http://111.229.128.166:7110/live/163.php?id=641886683$咪咕163
CCTV6电影,http://111.229.128.166:7110/live/163.php?id=624878396$咪咕163
CCTV7国防军事,http://111.229.128.166:7110/live/163.php?id=673168121$咪咕163
CCTV8电视剧,http://111.229.128.166:7110/live/163.php?id=624878356$咪咕163
CCTV9纪录,http://111.229.128.166:7110/live/163.php?id=673168140$咪咕163
CCTV10科教,http://111.229.128.166:7110/live/163.php?id=624878405$咪咕163
CCTV11戏曲,http://111.229.128.166:7110/live/163.php?id=667987558$咪咕163
CCTV12社会与法,http://111.229.128.166:7110/live/163.php?id=673168185$咪咕163
CCTV13新闻,http://111.229.128.166:7110/live/163.php?id=608807423$咪咕163
